,DATEPRD,NPD_WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DP_TUBING,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
1246,2015-11-13,7078,24.0,221.06544510638298,188.82388382978726,32.241561276595746,78.55378808510638,4.7729552349290785,1286.74,196680.87,2191.41
1247,2015-11-14,7078,24.0,220.45313708333333,188.2407727083333,32.212364375,80.54170770833333,4.882533541666667,1314.3,201199.74,2220.74
1248,2015-11-15,7078,24.0,220.34895255319145,187.86957404255318,32.4793785106383,81.03768255319149,4.904446595744681,1321.18,199101.2,2352.11
1249,2015-11-16,7078,24.0,220.38104404255319,187.61519362588646,32.765850416666666,78.21752893617021,4.921580203900709,1321.76,199526.72,2224.22
1250,2015-11-17,7078,24.0,220.54851666666667,187.74495916666663,32.803557500000004,77.39655520833334,4.905134583333333,1312.14,198029.76,2140.59
1251,2015-11-18,7078,24.0,218.81458916666668,186.9266725,31.887916666666666,80.98763249999999,5.154024583333333,1298.28,201093.55,2144.9
1252,2015-11-19,7078,24.0,217.6881327083333,186.38780416666665,31.300328541666666,81.26152625,5.236603541666667,1338.18,206714.75,2150.98
1253,2015-11-20,7078,24.0,218.33746125,186.607555625,31.729905625,80.82577979166666,5.0003577083333335,1281.18,197658.62,2105.1
1254,2015-11-21,7078,24.0,219.33335083333333,186.9694445833333,32.36390625,80.340035,4.806256875,1316.69,202461.92,2061.37
1255,2015-11-22,7078,24.0,219.73662145833333,187.28616458333332,32.450456875,80.63031541666666,4.7452210416666665,1280.9,196190.25,2093.16
1256,2015-11-23,7078,24.0,219.7030175,187.4276483333333,32.275369166666664,79.393563125,4.753359375,1284.19,195401.51,2101.3
1257,2015-11-24,7078,24.0,219.9094014583333,187.63537875,32.27402270833333,80.61260125,4.68090375,1272.84,192856.82,2013.31
1258,2015-11-25,7078,24.0,220.022274375,187.75509354166667,32.26718083333333,80.48747395833334,4.647355625,1259.01,191310.74,1988.36
1259,2015-11-26,7078,24.0,219.96133500000002,187.8087925,32.152542499999996,79.520725,4.658533541666666,1250.58,190542.17,2009.78
